vc,owner,managed_by_csa,env_name,server_group_name,vm_id,uuid,name,overall_status,ip_address,mac_address,datacenter,cluster_compute_resource,resource_pool
JJ,,N,,,vm-7023,4207a15a-29d6-6679-1646-3a8f7f0c1e81,JJDNS,null,16.77.17.0,00:50:56:87:07:7e,CSL-JJ,C2,
JJ,,N,,,vm-6579,4207a15a-29d6-6679-1646-3a8f7f0c1e81,JJDNS,null,16.77.17.0,00:50:56:87:07:7e,CSL-JJ,C2,
JJ,,N,,,vm-6672,4207e2ad-6329-433a-4394-0e5124323ebc,JJOracleDBVM,null,16.77.17.2,00:50:56:87:07:ae,CSL-JJ,C2,
JJ,,N,,,vm-2941,4207e2ad-6329-433a-4394-0e5124323ebc,JJOracleDBVM,null,16.77.17.2,00:50:56:87:07:ae,CSL-JJ,C2,
JJ,,N,,,vm-3273,42073093-ce95-fc84-84e8-acdf98eee4d8,JJSIS1112CSA,null,16.77.17.5,00:50:56:87:07:b0,CSL-JJ,C2,
JJ,manju,N,,,vm-4424,4204ebd4-9ded-f678-8161-9f438682606c,JJ-TippingPointVMC,null,16.77.19.101,00:50:56:84:58:f2,CSL-JJ,C2,
JJ,manju,N,,,vm-5322,4204ebd4-9ded-f678-8161-9f438682606c,JJ-TippingPointVMC,null,16.77.19.101,00:50:56:84:58:f2,CSL-JJ,C2,
JJ,sunil,N,,,vm-6096,564d894d-3336-8082-15b0-ecd75674c4ea,JJUCMDBVM,null,16.77.17.1,00:50:56:87:07:af,CSL-JJ,C2,
JJ,sunil,N,,,vm-2642,564d894d-3336-8082-15b0-ecd75674c4ea,JJUCMDBVM,null,16.77.17.1,00:50:56:87:07:af,CSL-JJ,C2,
cdl,jnanmoy.maiti,Y,,,vm-23813,421b3d65-9023-8807-6b2a-ece1b39916ea,JnanMait-131014-90cd90b3486bf52201490aa81eb03a93,null,10.1.8.23,00:50:56:9b:33:89,CSL-Cluster,CSL,
cdl,joew,Y,,,vm-23494,421b224e-085d-c7d7-8142-550576126f1f,JoeWong-091014-90cd90b3486bf5220148f59269437205,null,10.1.4.163,00:50:56:9b:31:9a,CSL-Cluster,CSL,
cdl,joew,Y,,,vm-23638,421be1f4-a3b0-3697-f549-19c08a686079,JoeWong-101014-90cd90b3486bf5220148fbdd53f73f01,null,10.1.7.63,00:50:56:9b:09:da,CSL-Cluster,CSL,
cdl,julie,Y,,,vm-23727,421b153a-2d3d-45a7-60b7-be68ab70a372,JuliTwom-121014-90cd90b3486bf5220149061c58636123,null,10.1.7.230,00:50:56:9b:10:00,CSL,CSL-Lab1,
cdl,julie,Y,,,vm-23728,421b320f-6aee-f2b1-e74b-acd3e7f6addd,JuliTwom-121014-90cd90b3486bf5220149061d7e446502,null,10.1.7.236,00:50:56:9b:2a:19,CSL,CSL-Lab1,
cdl,julie,Y,,,vm-23729,421bb750-3e1d-e6f5-5c08-6f9006519840,JuliTwom-121014-90cd90b3486bf5220149061ecd95689d,null,10.1.7.237,00:50:56:9b:2d:92,CSL,CSL-Lab1,
cdl,julie,Y,,,vm-23730,421bf6bf-aced-1b07-4869-5be42b0d7c40,JuliTwom-121014-90cd90b3486bf52201490621220a6f41,null,n/a,00:50:56:9b:60:01,CSL,CSL-Lab1,
cdl,julie,Y,,,vm-23731,421b5da5-6832-6dd9-5796-5eb41849b665,JuliTwom-121014-90cd90b3486bf52201490621ef257219,null,10.1.7.241,00:50:56:9b:3f:33,CSL,CSL-Lab1,
cdl,julie,Y,,,vm-23731,421b5da5-6832-6dd9-5796-5eb41849b665,JuliTwom-121014-90cd90b3486bf52201490621ef257219,null,10.1.7.241,00:50:56:9b:3f:33,CSL,CSA QA,
cdl,julie,Y,,,vm-23732,421b1402-6f3f-0f76-0544-bc53c2d47e81,JuliTwom-121014-90cd90b3486bf52201490622b30973c3,null,10.1.7.250,00:50:56:9b:4b:de,CSL,CSL-Lab1,
cdl,julie,Y,,,vm-23733,421beb49-e1aa-051b-defe-31b516615087,JuliTwom-121014-90cd90b3486bf5220149062458307980,null,n/a,n/a,CSL,CSL-Lab1,
cdl,julie,Y,,,vm-20109,421b91f8-494c-e270-1e86-1ec4858c87e9,JuliTwom-140814-${componentid},null,n/a,n/a,CSL-Cluster,CSL,
cdl,julie,Y,,,vm-20110,421bc4b4-a8e7-ccc8-924c-49f5fce0b948,JuliTwom-140814-${componentid}-VM01,null,10.1.5.67,00:50:56:9b:52:83,CSL-Cluster,CSL,
cdl,keith.vandagriff,N,,,vm-3393,421bf20d-1f39-cd87-5923-8b24c5efddde,KeitVand-032014-90cd90b344dbba8c0144e0ba6e0e30df,null,10.1.10.20,00:50:56:9b:27:23,CSL-Cluster,CSL,
JJ,KenWon,N,,,vm-6256,4204faaf-5daf-2191-29a0-b4f83fa2e56e,KenWon-90cd90b34136ce420141511832861ae4,null,16.77.19.154,00:50:56:84:68:02,CSL-JJ,C2,
cdl,kim.cassie,Y,,,vm-21631,421b463e-a58a-bfe1-b4d3-f40f1a56c168,KimCass-120914-90cd90b3480aad4701486b7d9c87358a,null,10.1.5.178,00:50:56:9b:27:49,CSL-Cluster,CSL,
cdl,kobi.eisenberg,Y,,,vm-23498,421bcad3-5b35-e4fb-6abc-7aeefc7786c4,KobiEise-091014-90cd90b3486bf5220148f5c459d979e0,null,10.1.6.194,00:50:56:9b:3b:62,CSL-Cluster,CSL,
cdl,KonsVasi,N,,,vm-663,421fba54-7d1d-657d-e607-8f0c34aeab30,KonsVasi-90cd90b3439267a90143a116c050017f,null,10.1.9.137,00:50:56:9f:66:33,CSL,CSL-Lab1,
AO,,N,,,vm-20420,4224a8ef-7310-0cb2-48da-3b3c6c7c0c10,Lab 05 VM05-AM,null,n/a,00:50:56:a4:7a:7d,MiniLIT-Unit,Cloud-001,CSL-RP-TEST
AO,,N,,,vm-20421,422465ee-96b5-1717-bb11-65b6a896625c,Lab 32 VM05-AM,null,16.78.122.103,00:50:56:a4:7a:7e,MiniLIT-Unit,Cloud-001,
JJ,wilson,N,,,vm-6887,4204a9b9-d0ea-ebbd-6d6d-5b03a347e045,LabMap_template,null,n/a,00:50:56:84:78:35,CSL-JJ,C2,
cdl,,N,,,vm-20319,421b048b-25dd-bcaa-28c8-5dec35455300,Linux_4.01_10.02,null,10.1.6.33,00:50:56:9b:7c:05,CSL-Cluster,CSL,
cdl,,N,,,vm-20013,421b524f-d706-8e0a-7792-860c5bb979a9,Linux_4.1_10.10,null,10.1.4.193,00:50:56:9b:0d:64,CSL-Cluster,CSL,
JJ,,N,,,vm-5165,420441fd-c210-aa1d-4fb2-1e668ecc61c8,Linuxcsa,null,n/a,00:50:56:84:72:04,CSL-JJ,C2,
JJ,,N,,,vm-5361,4204dc3a-ac8d-3975-3c61-53dc2c2e6168,Linuxd02025,null,172.16.210.11,00:50:56:84:72:4e,CSL-JJ,C2,
JJ,,N,,,vm-3736,42048792-1651-2098-9747-eb6aabfe543a,LinuxvCendf05d8,null,n/a,n/a,CSL-JJ,C2,
AO,,N,,,vm-35009,42248375-c209-6e3f-6d60-d66def255eb0,LinuxVMbc1361,null,16.78.118.140,00:50:56:a4:7d:7e,MiniLIT-Unit,Cloud-001,
cdl,,N,,,vm-483,421f5898-4fee-70e4-a1e4-25921c981906,LinuxVMc32dde,null,10.1.7.114,00:50:56:9f:6d:f6,CSL,CSL-Lab1,
cdl,,N,,,vm-12267,421b061a-ee32-7bc9-89eb-18442f77423b,LinuxVMf40ae3,null,10.1.5.54,00:50:56:9b:46:ac,CSL,CSL-Lab1,
AO,,N,,,vm-7983,4224327d-5797-6c2c-77a2-1af518bef805,Loadrunner-001,null,16.78.122.209,00:50:56:a4:31:b8,MiniLIT-Unit,Cloud-001,
cdl,,N,,,vm-19869,421bf150-b25f-c967-e6d0-bddcd7eef5cc,lqs-ved,null,10.1.4.238,00:50:56:9b:60:96,CSL,CSL-Lab1,
cdl,luca.ferri,Y,,,vm-3740,421b7a70-2291-31bd-b826-7ed614040a05,LucaFerr-010414-90cd90b34519b4a301451c8fb46d093e,null,10.1.10.41,00:50:56:9b:25:fa,CSL,CSL-Lab1,
cdl,luca.ferri,Y,,,vm-3742,421be298-ca29-7d55-00cc-cfa26e69eb41,LucaFerr-010414-90cd90b34519b4a301451c8fb46d093e-VM01,null,10.1.10.70,00:50:56:9b:37:87,CSL,CSL-Lab1,
cdl,luca.ferri,N,,,vm-3741,421ba766-5296-0fa6-9a94-38b28815f2b6,LucaFerr-040114-COS_Admin_14,null,n/a,n/a,CSL,CSL-Lab1,
cdl,madhu,Y,,,vm-9304,421b72a7-d55e-a809-6420-41e85916d2a5,MadhKulk-270614-${componentid},null,10.1.15.125,00:50:56:9b:02:9a,CSL,CSL-Lab1,
cdl,madhu,Y,,,vm-9305,421b5b41-d33d-a99e-764d-3a571090fe69,MadhKulk-270614-${componentid}-VM01,null,10.1.15.126,00:50:56:9b:05:f8,CSL,CSL-Lab1,
JJ,madhu,N,,,vm-5748,42048096-889d-b1a9-8db0-d05497efdec0,madhuzOO-907,null,192.168.0.25,00:50:56:84:32:74,CSL-JJ,C2,
cdl,ManeTorr,N,,,vm-662,421fb1d5-bec7-4bdb-beac-002ca785a3a1,ManeTorr-90cd90b3415690cf01426bcb18a93f0f,null,10.1.8.158,00:50:56:9f:1b:82,CSL,CSL-Lab1,
cdl,ManjChin,N,,,vm-8880,421b8a3e-70ef-6fb3-2250-e482e88f27b0,ManjChin-062414-COS_Admin_10,null,n/a,00:50:56:9b:5e:a3,CSL,CSL-Lab1,
cdl,ManjChin,N,,,vm-298,421f5a55-4395-ba36-fe18-10b4bfa489ad,ManjChin-90cd90b4444c5e8201446bac116522bc,null,10.1.9.209,00:50:56:9f:30:1f,CSL-Cluster,CSL,
cdl,ManoMurt,N,,,vm-10596,421beadf-fcbb-8077-f5a5-48663c462fec,ManoMurt-071414-90cd90b346079d4f0147348b84580afb,null,10.1.4.29,00:50:56:9b:40:62,CSL-Cluster,CSL,
cdl,ManoMurt,Y,,,vm-23746,421bf861-d268-abc8-7986-29fa8f7a30e9,ManoMurt-121014-90cd90b3486bf52201490810461101f0,null,10.1.8.6,00:50:56:9b:6b:13,CSL,CSL-Lab1,
cdl,ManoMurt,Y,,,vm-23747,421bf9b6-28f4-842b-c064-986e176af372,ManoMurt-121014-90cd90b3486bf5220149081051b8021c,null,10.1.8.3,00:50:56:9b:05:6f,CSL,CSL-Lab1,
cdl,ManoMurt,Y,,,vm-23748,421b0474-c030-21a6-6cd8-c58e05a97862,ManoMurt-121014-90cd90b3486bf5220149081053660232,null,10.1.8.1,00:50:56:9b:16:d6,CSL,CSL-Lab1,
cdl,ManoMurt,Y,,,vm-23748,421b0474-c030-21a6-6cd8-c58e05a97862,ManoMurt-121014-90cd90b3486bf5220149081053660232,null,10.1.8.1,00:50:56:9b:16:d6,CSL,CSA QA,
cdl,ManoMurt,Y,,,vm-23749,421b8cff-2e0c-011c-a49c-68ba40992312,ManoMurt-121014-90cd90b3486bf522014908105e9e0248,null,10.1.8.4,00:50:56:9b:67:77,CSL,CSL-Lab1,
cdl,ManoMurt,Y,,,vm-23750,421b8d7d-c0af-0ef4-8764-5804a51dea56,ManoMurt-121014-90cd90b3486bf5220149081061b4025e,null,n/a,n/a,CSL,CSL-Lab1,
cdl,ManoMurt,Y,,,vm-23754,421b79f5-aacc-2de7-a2a2-399fddf93812,ManoMurt-121014-90cd90b3486bf522014908407fb50bee,null,10.1.8.11,00:50:56:9b:48:83,CSL-Cluster,CSL,
cdl,ManoMurt,Y,,,vm-23755,421bfd74-2afc-cd0c-be89-12277d50a0b4,ManoMurt-121014-90cd90b3486bf522014908407ff70c07-VM01,null,10.1.8.13,00:50:56:9b:42:63,CSL-Cluster,CSL,
cdl,marco.vin.sanchez-ali,N,,,vm-22041,421b7bb1-53c8-459c-6e81-1256b7055511,MarcSanc-091914-90cd90b3486bf52201488f0c4bb00d4e,null,10.1.5.161,00:50:56:9b:0f:6b,CSL-Cluster,CSL,
JJ,wilson,N,,,vm-4237,42045d6e-c83a-5910-0434-d221d8015fec,MarketDemo-1,null,16.77.20.50,00:50:56:84:25:f0,CSL-JJ,C2,
JJ,wilson,N,,,vm-6062,4204ec08-f656-2a41-6824-eb9c640d5758,MarketDemo-1 (1),null,n/a,n/a,CSL-JJ,C2,
JJ,wilson,N,,,vm-7055,42047e3a-31c8-23a5-4d64-7dd3437423f1,MarketDemo-2,null,16.77.20.58,00:50:56:84:24:6c,CSL-JJ,C2,
JJ,wilson,N,,,vm-4387,42046c6c-a5a3-9fd0-4af2-c7d6a232f942,marketplace_lnc_dev,null,16.77.20.12,00:50:56:84:25:13,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
JJ,,N,,,vm-6985,4204fece-50d4-398d-5a55-73cd179de3a0,Mgmt,null,n/a,n/a,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
AO,,N,,,vm-20077,4224dfe4-10be-650f-df86-0dd32318d3d1,Migration-Dev-Box,null,16.78.124.195,00:50:56:a4:79:92,MiniLIT-Unit,Cloud-001,CSL-RP-TEST
JJ,,N,,,vm-6356,4204759e-9995-22ad-3e5c-05db7745d31d,mk-lin1408,null,16.77.19.88,00:50:56:84:45:c0,CSL-JJ,C2,
AO,,N,,,vm-7323,422452b7-ce7b-9a0c-b717-477e2c1887d2,MOE,null,16.78.127.10,00:50:56:a4:40:4b,MiniLIT-Unit,Cloud-001,
JJ,,N,,,vm-6365,4204e525-9e45-6414-5c49-ac04977bf76b,MOE,null,16.77.19.31,00:50:56:84:58:b6,CSL-JJ,C2,
JJ,,N,,,vm-2083,4204b1db-ddff-9315-2f54-b25f96fd5cd9,MOE2-JJ,null,16.77.19.3,00:50:56:84:23:de,CSL-JJ,C2,
JJ,,N,,,vm-1593,42046bde-99e1-c116-ac59-77527924e50c,MOEJJ,null,16.77.19.30,00:50:56:84:58:c2,CSL-JJ,C2,
JJ,,N,,,vm-5958,42046bde-99e1-c116-ac59-77527924e50c,MOEJJ,null,16.77.19.30,00:50:56:84:58:c2,CSL-JJ,C2,
cdl,mohammed.m-arafat,N,,,vm-5498,421bbc3b-a7e8-1fc0-c2a4-8bb5fcff181b,MohaAraf-050614-90cd90b345a9166f0145d06ff89b3fdc,null,10.1.12.222,00:50:56:9b:07:3b,CSL-Cluster,CSL,
cdl,mohamed.zahran,N,,,vm-5251,421bc40f-659b-d494-86c0-4158c212f771,MohaZahr-042814-COS_Admin_1,null,n/a,n/a,CSL,CSL-Lab1,
cdl,mohamed.zahran,Y,,,vm-5250,421b3fdd-a531-4c81-4d2a-b371baa31a0a,MohaZahr-280414-90cd90b345a9166f0145ab72fd7c08d2,null,10.1.12.103,00:50:56:9b:05:aa,CSL,CSL-Lab1,
AO,,N,,,vm-33181,422433b3-08c6-7323-5f90-526d4471888d,MP-C28-DevDB,null,16.78.122.184,00:50:56:a4:36:39,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-34284,42241782-aa3c-d885-3875-d5bc78350b03,MP-C28-Linux,null,16.78.123.84,00:50:56:a4:7b:35,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-34616,4224d6d9-85c3-483b-83bf-5c0c3c470bd6,MP-C28-Linux-1,null,16.78.118.141,00:50:56:a4:7c:63,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-15022,42245bfd-114c-86c7-43f3-b548789a412a,MP-CSA32-1603-COSTeam,null,n/a,00:50:56:a4:64:ab,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-17416,4224fdd9-7161-d33a-f870-7e18c9f248d6,MP-CSA32-OO10,null,16.78.123.189,00:50:56:a4:51:e5,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-20264,4224cab0-279e-93f0-bced-97da65abf1bf,MP-CSA32OO907,null,16.78.124.189,00:50:56:a4:79:f0,MiniLIT-Unit,Cloud-001,CSL-RP-TEST
JJ,,N,,,vm-6100,42043ae4-fb05-ed52-03a9-57b793c1c907,MPCSA41-OO1010-1,null,16.77.19.8,00:50:56:84:70:ed,CSL-JJ,C2,
JJ,,N,,,vm-4135,42049e2e-e034-736f-6227-29047b8ed1ae,MP-RHEL56,null,16.77.19.44,00:50:56:84:19:bb,CSL-JJ,C2,
AO,,N,,,vm-12777,422414f9-2fec-4d72-e3ab-be012f3df97c,MP-Transporter,null,16.78.123.211,00:50:56:a4:69:1b,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-25030,4224f7de-8dfe-2d0e-0b39-bce0a8cc17cb,MP-VM01-14.02,null,16.78.123.140,00:50:56:a4:06:ef,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-30266,42244b7a-be2a-4ea1-971a-6e9143f93498,MP-VM01-14.02-02,null,16.78.123.1,00:50:56:a4:08:31,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-28293,4224eeb9-a4ed-f36a-0cc4-37d2dbe9be8d,MP-VM01-14.02-1,null,16.78.118.27,00:50:56:a4:20:0a,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-26352,42243ffd-c9c5-4fe1-f77b-12e4157ac1bb,MP-VM01-14.02-Base,null,n/a,00:50:56:a4:0b:47,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-33127,4224e613-ab64-1580-b477-ff5a085ab992,MP-VM01-14.07,null,16.78.125.31,00:50:56:a4:35:fb,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-34258,4224b186-0254-78dd-1564-5625b9038188,MP-VM01-14.07-1,null,16.78.118.134,00:50:56:a4:7b:2d,MiniLIT-Unit,Cloud-001,
JJ,,N,,,vm-5366,42042b0b-499e-5f7e-09c9-fe395b9ba563,MP-VM01-14.07-P1,null,16.77.19.23,00:50:56:84:33:0e,CSL-JJ,C2,
JJ,,N,,,vm-115,4204d1bf-3725-2d92-31c3-a3778ca4fc0e,MP-VM01-14.07-pre-base,null,n/a,00:50:56:84:32:f5,CSL-JJ,C2,
JJ,,N,,,vm-5789,42046c3b-f624-d214-b86b-2ba42c97d077,MP-VM01-30-02-COS,null,192.168.124.24,00:50:56:84:2e:ab,CSL-JJ,C2,
cdl,mrigank,N,,,vm-20630,421ba0c3-02fa-b51b-5db6-0a6a390dfbea,MrigShek-082414-90cd90b3480aad4701480bcbe2110c57,null,10.1.6.139,00:50:56:9b:4f:ff,CSL-Cluster,CSL,
AO,prashant,N,,,vm-35469,42249903-57ed-c575-95dc-8f56cb05090f,MyCatVM,null,n/a,00:50:56:a4:73:2b,MiniLIT-Unit,n/a,
AO,,N,,,vm-35470,42240a77-45ea-706b-9d55-f8c0989717d3,MySXVM,null,n/a,00:50:56:a4:73:2c,MiniLIT-Unit,n/a,
JJ,hema,N,,,vm-3636,420492c8-c863-c18e-761a-05801a55ad18,NA Demo Backup,null,16.77.19.52,00:50:56:84:71:a2,CSL-JJ,C2,
JJ,hema,N,,,vm-5588,42042153-e066-ae2e-d48f-6d46f80757d3,NA-Demo,null,n/a,n/a,CSL-JJ,C2,
JJ,hema,N,,,vm-6886,4204842a-0e44-2cc8-4eea-a69826deee75,NA-Testing,null,16.77.19.3,00:50:56:84:33:45,CSL-JJ,C2,
cdl,naveen.s4,Y,,,vm-23596,421b05b8-d0ac-c06d-1969-4a4fa5d0e179,NaveS-101014-90cd90b3486bf5220148f97aeec86eec,null,10.1.7.227,00:50:56:9b:5e:57,CSL-Cluster,CSL,
cdl,NeelChak,N,,,vm-635,421fe5c9-8796-10d3-8623-037871128db8,NeelChak-90cd90b3406ec6f2014078947cf6013f,null,10.1.6.68,00:50:56:9f:19:26,CSL,CSL-Lab1,
JJ,madhu,N,,,vm-7051,42049caf-42df-abbb-8b09-7c521c49d5cb,NetApp-OnCmd,null,192.168.0.27,00:50:56:84:31:c9,CSL-JJ,C2,
JJ,madhu,N,,,vm-6989,42049caf-42df-abbb-8b09-7c521c49d5cb,NetApp-OnCmd,null,192.168.0.27,00:50:56:84:31:c9,CSL-JJ,C2,
AO,madhu,N,,,vm-26733,422442da-bf4e-55c0-5c08-c5d369bd1518,NetAppSimOnWin7,null,n/a,00:50:56:a4:0c:ae,MiniLIT-Unit,n/a,
JJ,madhu,N,,,vm-399,42047f5c-976e-995b-7a42-27d9c502b2dd,NetApp-WFA,null,n/a,00:50:56:84:31:d4,CSL-JJ,C2,
JJ,madhu,N,,,vm-6650,42047f5c-976e-995b-7a42-27d9c502b2dd,NetApp-WFA,null,n/a,00:50:56:84:31:d4,CSL-JJ,C2,
cdl,,N,,,vm-20101,421b1329-e427-8c4a-8bee-47066ecc3200,new,null,n/a,n/a,CSL,CSL-Lab1,
cdl,,N,,,vm-20101,421b1329-e427-8c4a-8bee-47066ecc3200,new,null,n/a,n/a,CSL,CSA QA,
cdl,,N,,,vm-3635,421bfa60-e306-d7b1-6a95-3b40ee36623f,New Virtual Machine,null,n/a,00:50:56:9b:6d:8a,CSL,CSL-Lab1,
JJ,,N,,,vm-2547,420469b8-b05e-e151-21b7-0f735db56114,New-SM-Test-CSA4-OO9,null,16.77.19.50,00:50:56:84:2f:9d,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
JJ,,N,,,vm-6897,4204baec-2950-266b-41d4-ec9f23886241,NG-VM01-14.04,null,16.77.19.98,00:50:56:84:32:35,CSL-JJ,C2,
JJ,,N,,,vm-5742,42045d33-74d1-541d-dcae-917845307938,nix-7,null,n/a,n/a,CSL-JJ,C2,
JJ,minaxi,N,,,vm-5745,4204bc50-22cc-f2d1-9602-92de282372b5,node-1,null,n/a,n/a,CSL-JJ,C2,
JJ,minaxi,N,,,vm-116,4204706f-c9d5-1b85-084e-8d8f1fa456e4,node-2,null,n/a,n/a,CSL-JJ,C2,
AO,minaxi,N,,,vm-16644,4224719a-f725-2daa-4320-dc7383c4a9d4,Nodex2,null,n/a,n/a,MiniLIT-Unit,Cloud-001,
AO,minaxi,N,,,vm-16645,42246008-1916-b98b-6467-6686ef972fe2,Nodex3,null,n/a,n/a,MiniLIT-Unit,Cloud-001,
AO,minaxi,N,,,vm-16282,4224d737-c6da-6c5f-73fc-ea0c9b97daf2,Nodex4,null,n/a,n/a,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-32233,4224dd27-bb7c-13b2-d572-92fb8301c02e,NT-UbuntuBox,null,16.78.118.90,00:50:56:a4:33:6f,MiniLIT-Unit,n/a,
cdl,oanh.doan,Y,,,vm-23508,421bb750-14a9-032e-8dc5-798b1d99b594,OanhDoan-091014-90cd90b3486bf5220148f620f55216d0,null,10.1.7.196,00:50:56:9b:33:ee,CSL-Cluster,CSL,
cdl,sunil,N,,,vm-542,421f114b-0062-303d-f50e-2666dbfab7fa,OMi-Agt-Win,null,n/a,00:50:56:9f:0c:76,CSL,CSL-Lab1,
cdl,sunil,N,,,vm-542,421f114b-0062-303d-f50e-2666dbfab7fa,OMi-Agt-Win,null,n/a,00:50:56:9f:0c:76,CSL,CSA QA,
JJ,,N,,,vm-5362,4204c178-811d-7f93-0b5c-fa0bcb27abad,OnCmd-SysMgr-Win7,null,n/a,n/a,CSL-JJ,C2,
JJ,,N,,,vm-2082,4204c178-811d-7f93-0b5c-fa0bcb27abad,OnCmd-SysMgr-Win7,null,n/a,n/a,CSL-JJ,C2,
JJ,,N,,,vm-122,4204e223-4336-797f-7317-ced0c77a18dc,OnCommand Unified Manager,null,n/a,n/a,CSL-JJ,C2,
JJ,,N,,,vm-4344,42048c76-ada6-0cfc-0742-da890c5f26a4,onevw_CSA32_OO9,null,16.77.19.95,00:50:56:84:1f:72,CSL-JJ,C2,
JJ,,N,,,vm-7033,4204c4f2-530d-567e-9797-6bcfd3280295,OO10,null,n/a,n/a,CSL-JJ,C2,
JJ,,N,,,vm-1082,42047a5e-7519-abdc-9d6e-ed657b382c39,OO10.01-CSA4.01-FOSSIL-NA-SP1,null,16.77.19.104,00:50:56:84:32:65,CSL-JJ,C2,
JJ,,N,,,vm-4916,4204b056-ba20-7f3f-69c8-0aee3114b316,OO10.02-IPAM-FOSSIL,null,16.77.19.182,00:50:56:84:32:20,CSL-JJ,C2,
JJ,,N,,,vm-3082,4204c02f-15f7-20fd-d663-3bb9082717eb,OO10.02-RIM,null,16.77.20.43,00:50:56:84:31:71,CSL-JJ,C2,
cdl,,N,,,vm-20522,421bf424-865d-228b-0470-6dd78c321987,oo1010,null,10.1.6.115,00:50:56:9b:58:94,CSL-Cluster,CSL,
JJ,aslesha,N,,,vm-397,4204b7a1-394d-772c-4d8f-5ef35561b410,OO10-Aslesha-EC2-001,null,16.77.19.114,00:50:56:84:16:d7,CSL-JJ,C2,
cdl,,N,,,vm-532,421f57fb-c8ae-5bb2-63ab-bc9fa19332e3,OO10-CSA32-new,null,10.1.12.115,00:50:56:9f:49:ca,CSL,CSL-Lab1,
JJ,,N,,,vm-6313,42044576-708c-83fb-2026-426355a603a5,OO9.07_CSA4.0,null,16.77.19.49,00:50:56:84:45:86,CSL-JJ,C2,
JJ,renuka,N,,,vm-1619,4204b670-fe15-0268-ee91-94cbeadd90b6,OO9.07_Installer_Test,null,n/a,00:50:56:84:2e:cf,CSL-JJ,C2,
JJ,hema,N,,,vm-7093,42041a8c-b570-52e1-f9fd-231ceb1ff632,oo9_template_Vm_hema,null,16.77.19.162,00:50:56:84:34:11,CSL-JJ,C2,
JJ,,N,,,vm-2343,42047867-1de1-6fca-938c-489804f4467c,OO907Building,null,16.77.19.188,00:50:56:84:39:e9,CSL-JJ,C2,
JJ,,N,,,vm-5855,4204574a-114e-44be-a075-3a13621e42f6,OO-CSA-w-SS,null,192.168.0.2,00:50:56:84:31:22,CSL-JJ,C2,
AO,,N,,,vm-11178,4224c0f6-5bed-591d-c2ff-2dca57affda2,OO-node1,null,16.78.122.222,00:50:56:a4:75:f0,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-11221,422451cc-ca10-04bf-7bb9-0c34a6a8d793,OO-node2,null,16.78.123.122,00:50:56:a4:62:91,MiniLIT-Unit,Cloud-001,
JJ,,N,,,vm-1096,42040b8f-f733-427c-f5f5-91fc8b27de5e,OORepository,null,16.77.19.37,00:50:56:84:78:78,CSL-JJ,C2,
JJ,manju,N,,,vm-5766,4204d1c2-aa27-8e34-7d38-ae28d9b55724,OpenStack Common-CSA4.0-OO10.02,null,16.77.19.194,00:50:56:84:71:83,CSL-JJ,C2,
cdl,uma,N,,,vm-319,421f9822-ed0f-4310-0991-5100bab1b018,Openstack_new_Uma_Do not Delete,null,10.1.7.13,2e:a5:20:32:f9:a8,CSL-Cluster,CSL,
cdl,manju,N,,,vm-314,421f6452-e972-fa75-c690-b3c27e97216f,OpenStack-H,null,10.1.5.206,3a:8d:e1:d2:49:7c,CSL-Cluster,CSL,
AO,,N,,,vm-31401,42249fb2-2620-8906-895a-601498b857da,opsware.ftp,null,16.78.124.9,00:50:56:a4:6e:07,MiniLIT-Unit,Cloud-001,CSL-RP-TEST
AO,,N,,,vm-23877,42248758-0cab-d92f-7da4-dc6d5c0f33e7,Ora+OO907-AJ01,null,16.78.122.232,00:50:56:a4:6b:d7,MiniLIT-Unit,Cloud-001,
cdl,osman.haji,Y,,,vm-21067,421b7c84-dd16-d9a4-1a75-c7d1cf9f8170,OsmaHaji-020914-90cd90b3480aad470148356772577a63,null,10.1.4.237,00:50:56:9b:4c:01,CSL-Cluster,CSL,
cdl,osman.haji,Y,,,vm-21068,421bebdf-944f-5166-a66d-56eb64d86a17,OsmaHaji-020914-90cd90b3480aad470148356775b27a7d-VM01,null,10.1.5.25,00:50:56:9b:16:68,CSL-Cluster,CSL,
JJ,,N,,,vm-5620,420490e1-b786-e68c-1d00-93a96fd63422,osprovider,null,n/a,n/a,CSL-JJ,C2,
